bairro,desc,tipo,imagem,area total,area util,valor
Costa e Silva,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1365901930/27103601930.jpg,"87,3 M² TOTAL","49,95 M² ÚTIL",790.0
Saguacu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/636101930/27077301930.jpg,86 M² TOTAL,80 M² ÚTIL,790.0
Bom Retiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/705501930/26022601930.jpg,"36,47 M² TOTAL","27,46 M² ÚTIL",790.0
Morro do Meio,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/764201930/25039101930.jpg,60 M² TOTAL,60 M² ÚTIL,790.0
Santo Antonio,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/268901930/26082401930.jpg,"79,09 M² TOTAL","67,16 M² ÚTIL",780.0
Guanabara,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1475501930/26225701930.jpg,"63,14 M² TOTAL","56,88 M² ÚTIL",750.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1482801930/26427301930.jpg,"96,1 M² TOTAL","74,6 M² ÚTIL",750.0
Costa e Silva,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/919101930/26814101930.jpg,"57,87 M² TOTAL","53,01 M² ÚTIL",750.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1289001930/26774401930.jpg,"69,84 M² TOTAL","63,33 M² ÚTIL",750.0
America,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/528201930/25421501930.jpg,35 M² TOTAL,35 M² ÚTIL,750.0
America,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/527201930/25420401930.jpg,30 M² TOTAL,30 M² ÚTIL,750.0
Comasa,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1395601930/23455001930.jpg,360 M² TOTAL,360 M² ÚTIL,750.0
Costa e Silva,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1407101930/23849601930.jpg,"50,48 M² TOTAL","43,98 M² ÚTIL",750.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1100601930/15894201930.jpg,"55,06 M² TOTAL","55,06 M² ÚTIL",750.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1232001930/17870501930.jpg,"37,68 M² TOTAL","37,68 M² ÚTIL",750.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1232101930/17871101930.jpg,"37,68 M² TOTAL","37,68 M² ÚTIL",750.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1232501930/17873101930.jpg,"37,69 M² TOTAL","37,68 M² ÚTIL",750.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/656501930/15810601930.jpg,"53,6 M² TOTAL","28,54 M² ÚTIL",750.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/302001930/18218001930.jpg,36 M² TOTAL,36 M² ÚTIL,750.0
Jardim Iririu,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1275901930/19096301930.jpg,500 M² TOTAL,500 M² ÚTIL,750.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/719001930/20616101930.jpg,"52,35 M² TOTAL","37,68 M² ÚTIL",750.0
Itinga,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/996901930/20865801930.jpg,"66,43 M² TOTAL","63,59 M² ÚTIL",750.0
Centro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1198401930/27051801930.jpg,"82,81 M² TOTAL",70 M² ÚTIL,750.0
Fatima,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1496001930/26989801930.jpg,"94,25 M² TOTAL","69,7 M² ÚTIL",750.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1496301930/27025001930.jpg,"72,24 M² TOTAL","63,68 M² ÚTIL",750.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1496401930/27024701930.jpg,"72,18 M² TOTAL","63,63 M² ÚTIL",750.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1496501930/27024401930.jpg,"72,24 M² TOTAL","63,68 M² ÚTIL",750.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1496601930/27022701930.jpg,"89,65 M² TOTAL","71,85 M² ÚTIL",750.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1496701930/27019701930.jpg,"89,65 M² TOTAL","71,85 M² ÚTIL",750.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1496401930/27024701930.jpg,"72,18 M² TOTAL","63,63 M² ÚTIL",750.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1496501930/27024401930.jpg,"72,24 M² TOTAL","63,68 M² ÚTIL",750.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1496601930/27022701930.jpg,"89,65 M² TOTAL","71,85 M² ÚTIL",750.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1496701930/27019701930.jpg,"89,65 M² TOTAL","71,85 M² ÚTIL",750.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1496801930/27010901930.jpg,"74,78 M² TOTAL","61,64 M² ÚTIL",750.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/365401930/26267901930.jpg,75 M² TOTAL,60 M² ÚTIL,740.0
Itinga,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1127001930/24503701930.jpg,"51,47 M² TOTAL","51,47 M² ÚTIL",720.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1017801930/12560701930.jpg,"48,35 M² TOTAL","35,02 M² ÚTIL",700.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1256101930/26901101930.jpg,"53,81 M² TOTAL","41,18 M² ÚTIL",700.0
Bucarein,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1495001930/27103901930.jpg,"88,11 M² TOTAL","56,52 M² ÚTIL",700.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1474101930/26181601930.jpg,"53,6 M² TOTAL","28,54 M² ÚTIL",700.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1474201930/26181901930.jpg,"53,6 M² TOTAL","28,54 M² ÚTIL",700.0
Santo Antonio,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/157301930/26715801930.jpg,"39,2 M² TOTAL","34,3 M² ÚTIL",700.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1017801930/12560701930.jpg,"48,35 M² TOTAL","35,02 M² ÚTIL",700.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1458601930/25614201930.jpg,"61,65 M² TOTAL","50,75 M² ÚTIL",700.0
Saguacu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1499501930/27105601930.jpg,"70,75 M² TOTAL",65 M² ÚTIL,700.0
Santo Antonio,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/157301930/26715801930.jpg,"39,2 M² TOTAL","34,3 M² ÚTIL",700.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1466301930/25912801930.jpg,"88,22 M² TOTAL","50,89 M² ÚTIL",700.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1455001930/25639901930.jpg,60 M² TOTAL,60 M² ÚTIL,700.0
Gloria,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1444901930/25144501930.jpg,"53,73 M² TOTAL","50,74 M² ÚTIL",700.0
Fatima,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1399901930/23593501930.jpg,60 M² TOTAL,60 M² ÚTIL,690.0
Fatima,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1399501930/23593701930.jpg,60 M² TOTAL,60 M² ÚTIL,690.0
Fatima,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1399801930/23593901930.jpg,60 M² TOTAL,60 M² ÚTIL,690.0
Fatima,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1400001930/23594001930.jpg,60 M² TOTAL,60 M² ÚTIL,690.0
Fatima,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1400001930/23594001930.jpg,60 M² TOTAL,60 M² ÚTIL,690.0
Fatima,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1400101930/23594101930.jpg,60 M² TOTAL,60 M² ÚTIL,690.0
Aventureiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1462701930/25812301930.jpg,"58,79 M² TOTAL","52,61 M² ÚTIL",690.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/165201930/26979601930.jpg,"33,45 M² TOTAL","33,45 M² ÚTIL",680.0
Guanabara,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1287101930/27062101930.jpg,"56,2 M² TOTAL","56,2 M² ÚTIL",680.0
Jardim Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/485201930/26712201930.jpg,"59,91 M² TOTAL","54,35 M² ÚTIL",650.0
Guanabara,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1491801930/26792201930.jpg,"56,2 M² TOTAL","50,72 M² ÚTIL",650.0
Bom Retiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1296301930/26777801930.jpg,31 M² TOTAL,31 M² ÚTIL,650.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1460401930/25751101930.jpg,"48,95 M² TOTAL","41,85 M² ÚTIL",650.0
Boehmerwald,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1299801930/26545601930.jpg,"84,37 M² TOTAL","52,78 M² ÚTIL",650.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1018001930/12568901930.jpg,"44,84 M² TOTAL","32,47 M² ÚTIL",650.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1018201930/12569101930.jpg,"44,83 M² TOTAL","32,47 M² ÚTIL",650.0
Atiradores,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/144801930/12816101930.jpg,54 M² TOTAL,54 M² ÚTIL,650.0
Vila Nova,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/505601930/12746901930.jpg,664 M² TOTAL,664 M² ÚTIL,650.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1211501930/20086001930.jpg,"22,01 M² TOTAL",23 M² ÚTIL,650.0
America,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/527001930/25419901930.jpg,45 M² TOTAL,45 M² ÚTIL,650.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1159001930/17407701930.jpg,60 M² TOTAL,60 M² ÚTIL,650.0
America,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/526501930/25419401930.jpg,32 M² TOTAL,32 M² ÚTIL,650.0
Fatima,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1431901930/24698201930.jpg,59 M² TOTAL,"57,35 M² ÚTIL",650.0
Fatima,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1432001930/24699901930.jpg,59 M² TOTAL,"57,35 M² ÚTIL",650.0
Fatima,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1432101930/24701401930.jpg,59 M² TOTAL,"57,35 M² ÚTIL",650.0
Fatima,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1432301930/24707201930.jpg,59 M² TOTAL,"57,35 M² ÚTIL",650.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1017501930/12560601930.jpg,"43,09 M² TOTAL","31,21 M² ÚTIL",630.0
Boa Vista,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/476701930/26821801930.jpg,"96,92 M² TOTAL","70,27 M² ÚTIL",620.0
Boa Vista,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/476701930/26821801930.jpg,"96,92 M² TOTAL","70,27 M² ÚTIL",620.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/183101930/24340701930.jpg,"42,34 M² TOTAL","30,67 M² ÚTIL",620.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1102301930/14839101930.jpg,"32,74 M² TOTAL","32,74 M² ÚTIL",600.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/149601930/16554301930.jpg,"30,67 M² TOTAL","30,67 M² ÚTIL",600.0
Itinga,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1005301930/24502101930.jpg,"54,63 M² TOTAL","48,41 M² ÚTIL",600.0
Bom Retiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/447101930/20536701930.jpg,"35,38 M² TOTAL","36,46 M² ÚTIL",600.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/118301930/22897301930.jpg,"46,5 M² TOTAL","32,16 M² ÚTIL",600.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1385501930/23117701930.jpg,"48,77 M² TOTAL","41,85 M² ÚTIL",600.0
Bom Retiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/447101930/20536701930.jpg,"35,38 M² TOTAL","36,46 M² ÚTIL",600.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/118301930/22897301930.jpg,"46,5 M² TOTAL","32,16 M² ÚTIL",600.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1385501930/23117701930.jpg,"48,77 M² TOTAL","41,85 M² ÚTIL",600.0
Costa e Silva,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1323501930/27042701930.jpg,"50,48 M² TOTAL","43,98 M² ÚTIL",600.0
Santo Antonio,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/146101930/27041001930.jpg,"34,05 M² TOTAL","28,65 M² ÚTIL",600.0
Floresta,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1414801930/24043601930.jpg,30 M² TOTAL,30 M² ÚTIL,600.0
Anita Garibaldi,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1044801930/24397301930.jpg,"63,74 M² TOTAL","53,05 M² ÚTIL",600.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1455101930/26675101930.jpg,60 M² TOTAL,60 M² ÚTIL,600.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1455501930/26679001930.jpg,60 M² TOTAL,60 M² ÚTIL,600.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1455601930/26679601930.jpg,60 M² TOTAL,60 M² ÚTIL,600.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1455701930/26680201930.jpg,60 M² TOTAL,60 M² ÚTIL,600.0
Costa e Silva,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1323501930/27042701930.jpg,"50,48 M² TOTAL","43,98 M² ÚTIL",600.0
Santo Antonio,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/146101930/27041001930.jpg,"34,05 M² TOTAL","28,65 M² ÚTIL",600.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1018601930/12569501930.jpg,"38,93 M² TOTAL","28,2 M² ÚTIL",560.0
Santo Antonio,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/548401930/25670001930.jpg,560 M² TOTAL,560 M² ÚTIL,560.0
Bom Retiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/116101930/26990301930.jpg,30 M² TOTAL,30 M² ÚTIL,560.0
Parque Guarani,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/146601930/26468401930.jpg,30 M² TOTAL,30 M² ÚTIL,550.0
Aventureiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1485901930/26595901930.jpg,"51,23 M² TOTAL","44,81 M² ÚTIL",550.0
Costa e Silva,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1492301930/26817101930.jpg,"32,39 M² TOTAL","26,84 M² ÚTIL",550.0
Iririu,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/357701930/19675701930.jpg,30 M² TOTAL,30 M² ÚTIL,550.0
Santo Antonio,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/710901930/26052301930.jpg,"39,01 M² TOTAL","20,72 M² ÚTIL",550.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1490201930/26729901930.jpg,35 M² TOTAL,35 M² ÚTIL,550.0
Itinga,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1448401930/25503301930.jpg,25 M² TOTAL,25 M² ÚTIL,550.0
Itinga,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1448501930/25502001930.jpg,25 M² TOTAL,25 M² ÚTIL,550.0
Itinga,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1448601930/25504601930.jpg,25 M² TOTAL,25 M² ÚTIL,550.0
Santo Antonio,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/959901930/26052401930.jpg,"30,21 M² TOTAL",27 M² ÚTIL,550.0
Santo Antonio,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/722201930/26050301930.jpg,30 M² TOTAL,15 M² ÚTIL,550.0
Itinga,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1479001930/26311001930.jpg,35 M² TOTAL,35 M² ÚTIL,500.0
Iririu,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/134901930/18002201930.jpg,"27,38 M² TOTAL","27,38 M² ÚTIL",500.0
Rio Bonito (pirabeiraba),Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1098101930/14576501930.jpg,"420,76 M² TOTAL","420,76 M² ÚTIL",500.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1018101930/12569001930.jpg,"27,46 M² TOTAL","19,89 M² ÚTIL",500.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1018301930/12569201930.jpg,"34,07 M² TOTAL","24,68 M² ÚTIL",500.0
